Name,gas,0,15,30,45
12082_lake_001,CH4,0.918639116,1.418639116,1.918639116,2.418639116
12082_lake_001,CO2,0.225650021,0.725650021,1.225650021,1.725650021
12082_lake_001,N2O,0.650452128,1.150452128,1.650452128,2.150452128
12082_lake_003,CH4,0.40848064,0.90848064,1.40848064,1.90848064
12082_lake_003,CO2,0.804025674,1.304025674,1.804025674,2.304025674
12082_lake_003,N2O,0.09240911,0.59240911,1.09240911,1.59240911
12082_lake_004,CH4,0.256641306,0.756641306,1.256641306,1.756641306
12082_lake_004,CO2,0.860867533,1.360867533,1.860867533,2.360867533
12082_lake_004,N2O,0.335288745,0.835288745,1.335288745,1.835288745
12082_lake_005,CH4,0.445222825,0.945222825,1.445222825,1.945222825
12082_lake_005,CO2,0.504370932,1.004370932,1.504370932,2.004370932
12082_lake_005,N2O,0.192980893,0.692980893,1.192980893,1.692980893
12082_lake_007,CH4,0.572101863,1.072101863,1.572101863,2.072101863
12082_lake_007,CO2,0.405481718,0.905481718,1.405481718,1.905481718
12082_lake_007,N2O,0.595778178,1.095778178,1.595778178,2.095778178
12082_lake_008,CH4,0.673054569,1.173054569,1.673054569,2.173054569
12082_lake_008,CO2,0.529280511,1.029280511,1.529280511,2.029280511
12082_lake_008,N2O,0.474881811,0.974881811,1.474881811,1.974881811
12082_lake_009,CH4,0.705660919,1.205660919,1.705660919,2.205660919
12082_lake_009,CO2,0.992393801,1.492393801,1.992393801,2.492393801
12082_lake_009,N2O,0.14959967,0.64959967,1.14959967,1.64959967
12082_lake_012,CH4,0.898697746,1.398697746,1.898697746,2.398697746
12082_lake_012,CO2,0.702238792,1.202238792,1.702238792,2.202238792
12082_lake_012,N2O,0.54335637,1.04335637,1.54335637,2.04335637
12082_lake_013,CH4,0.255554031,0.755554031,1.255554031,1.755554031
12082_lake_013,CO2,0.014012109,0.514012109,1.014012109,1.514012109
12082_lake_013,N2O,0.685131321,1.185131321,1.685131321,2.185131321
