Name,gas,0,15,30,45
13125_lake_001,N2O,0.051098453,0.551098453,1.051098453,1.551098453
13125_lake_001,CO2,0.208765498,0.708765498,1.208765498,1.708765498
13125_lake_001,CH4,0.615049045,1.115049045,1.615049045,2.115049045
13125_lake_003,N2O,0.693688029,1.193688029,1.693688029,2.193688029
13125_lake_003,CO2,0.827946341,1.327946341,1.827946341,2.327946341
13125_lake_003,CH4,0.276802499,0.776802499,1.276802499,1.776802499
13125_lake_004,N2O,0.307931877,0.807931877,1.307931877,1.807931877
13125_lake_004,CO2,0.200572729,0.700572729,1.200572729,1.700572729
13125_lake_004,CH4,0.901307361,1.401307361,1.901307361,2.401307361
13125_lake_005,N2O,0.715266921,1.215266921,1.715266921,2.215266921
13125_lake_005,CO2,0.726874633,1.226874633,1.726874633,2.226874633
13125_lake_005,CH4,0.87227575,1.37227575,1.87227575,2.37227575
13125_lake_007,N2O,0.694103442,1.194103442,1.694103442,2.194103442
13125_lake_007,CO2,0.858630306,1.358630306,1.858630306,2.358630306
13125_lake_007,CH4,0.222539416,0.722539416,1.222539416,1.722539416
13125_lake_008,N2O,0.381472491,0.881472491,1.381472491,1.881472491
13125_lake_008,CO2,0.698807048,1.198807048,1.698807048,2.198807048
13125_lake_008,CH4,0.675579828,1.175579828,1.675579828,2.175579828
13125_lake_009,N2O,0.764451556,1.264451556,1.764451556,2.264451556
13125_lake_009,CO2,0.538345132,1.038345132,1.538345132,2.038345132
13125_lake_009,CH4,0.000436853,0.500436853,1.000436853,1.500436853
13125_lake_012,N2O,0.383689555,0.883689555,1.383689555,1.883689555
13125_lake_012,CO2,0.940431847,1.440431847,1.940431847,2.440431847
13125_lake_012,CH4,0.102494454,0.602494454,1.102494454,1.602494454
13125_lake_013,N2O,0.140969742,0.640969742,1.140969742,1.640969742
13125_lake_013,CO2,0.492655993,0.992655993,1.492655993,1.992655993
13125_lake_013,CH4,0.273837539,0.773837539,1.273837539,1.773837539
13125_lake_014,N2O,0.309678812,0.809678812,1.309678812,1.809678812
13125_lake_014,CO2,0.03577495,0.53577495,1.03577495,1.53577495
13125_lake_014,CH4,0.007410825,0.507410825,1.007410825,1.507410825
13125_lake_015,N2O,0.378333281,0.878333281,1.378333281,1.878333281
13125_lake_015,CO2,0.414296158,0.914296158,1.414296158,1.914296158
13125_lake_015,CH4,0.118472495,0.618472495,1.118472495,1.618472495
13125_lake_018,N2O,0.999514978,1.499514978,1.999514978,2.499514978
13125_lake_018,CO2,0.699228421,1.199228421,1.699228421,2.199228421
13125_lake_018,CH4,0.572898053,1.072898053,1.572898053,2.072898053
13125_lake_020,N2O,0.61054581,1.11054581,1.61054581,2.11054581
13125_lake_020,CO2,0.603257413,1.103257413,1.603257413,2.103257413
13125_lake_020,CH4,0.552605567,1.052605567,1.552605567,2.052605567
13125_lake_021,N2O,0.334188913,0.834188913,1.334188913,1.834188913
13125_lake_021,CO2,0.682908058,1.182908058,1.682908058,2.182908058
13125_lake_021,CH4,0.004059491,0.504059491,1.004059491,1.504059491
13125_lake_022,N2O,0.85687041,1.35687041,1.85687041,2.35687041
13125_lake_022,CO2,0.300775701,0.800775701,1.300775701,1.800775701
13125_lake_022,CH4,0.832094311,1.332094311,1.832094311,2.332094311
13125_lake_023,N2O,0.765515861,1.265515861,1.765515861,2.265515861
13125_lake_023,CO2,0.617938675,1.117938675,1.617938675,2.117938675
13125_lake_023,CH4,0.722162237,1.222162237,1.722162237,2.222162237
13125_lake_024,N2O,0.000639865,0.500639865,1.000639865,1.500639865
13125_lake_024,CO2,0.05225448,0.55225448,1.05225448,1.55225448
13125_lake_024,CH4,0.452167061,0.952167061,1.452167061,1.952167061
13125_lake_026,N2O,0.945272348,1.445272348,1.945272348,2.445272348
13125_lake_026,CO2,0.542675857,1.042675857,1.542675857,2.042675857
13125_lake_026,CH4,0.168622017,0.668622017,1.168622017,1.668622017
13125_lake_027,N2O,0.167843084,0.667843084,1.167843084,1.667843084
13125_lake_027,CO2,0.351384836,0.851384836,1.351384836,1.851384836
13125_lake_027,CH4,0.316506199,0.816506199,1.316506199,1.816506199
13125_lake_028,N2O,0.057483039,0.557483039,1.057483039,1.557483039
13125_lake_028,CO2,0.112832097,0.612832097,1.112832097,1.612832097
13125_lake_028,CH4,0.018552883,0.518552883,1.018552883,1.518552883
13125_lake_029,N2O,0.141199014,0.641199014,1.141199014,1.641199014
13125_lake_029,CO2,0.560622914,1.060622914,1.560622914,2.060622914
13125_lake_029,CH4,0.545874487,1.045874487,1.545874487,2.045874487
13125_lake_030,N2O,0.825238318,1.325238318,1.825238318,2.325238318
13125_lake_030,CO2,0.586657325,1.086657325,1.586657325,2.086657325
13125_lake_030,CH4,0.63735172,1.13735172,1.63735172,2.13735172
13125_lake_031,N2O,0.477527349,0.977527349,1.477527349,1.977527349
13125_lake_031,CO2,0.075312461,0.575312461,1.075312461,1.575312461
13125_lake_031,CH4,0.34432043,0.84432043,1.34432043,1.84432043
13125_lake_032,N2O,0.115753348,0.615753348,1.115753348,1.615753348
13125_lake_032,CO2,0.65348373,1.15348373,1.65348373,2.15348373
13125_lake_032,CH4,0.601637785,1.101637785,1.601637785,2.101637785
13125_lake_033,N2O,0.021618191,0.521618191,1.021618191,1.521618191
13125_lake_033,CO2,0.459134029,0.959134029,1.459134029,1.959134029
13125_lake_033,CH4,0.270708709,0.770708709,1.270708709,1.770708709
13125_lake_035,N2O,0.531098718,1.031098718,1.531098718,2.031098718
13125_lake_035,CO2,0.456285028,0.956285028,1.456285028,1.956285028
13125_lake_035,CH4,0.8463307,1.3463307,1.8463307,2.3463307
13125_lake_036,N2O,0.71108347,1.21108347,1.71108347,2.21108347
13125_lake_036,CO2,0.004426802,0.504426802,1.004426802,1.504426802
13125_lake_036,CH4,0.089251761,0.589251761,1.089251761,1.589251761
13125_lake_039,N2O,0.368063587,0.868063587,1.368063587,1.868063587
13125_lake_039,CO2,0.433808189,0.933808189,1.433808189,1.933808189
13125_lake_039,CH4,0.202571337,0.702571337,1.202571337,1.702571337
13125_lake_040,N2O,0.974501688,1.474501688,1.974501688,2.474501688
13125_lake_040,CO2,0.277467198,0.777467198,1.277467198,1.777467198
13125_lake_040,CH4,0.142947934,0.642947934,1.142947934,1.642947934
13125_lake_041,N2O,0.780200595,1.280200595,1.780200595,2.280200595
13125_lake_041,CO2,0.812256154,1.312256154,1.812256154,2.312256154
13125_lake_041,CH4,0.859219676,1.359219676,1.859219676,2.359219676
13125_lake_042,N2O,0.239504725,0.739504725,1.239504725,1.739504725
13125_lake_042,CO2,0.900026141,1.400026141,1.900026141,2.400026141
13125_lake_042,CH4,0.185505004,0.685505004,1.185505004,1.685505004
13125_lake_044,N2O,0.370732401,0.870732401,1.370732401,1.870732401
13125_lake_044,CO2,0.683106156,1.183106156,1.683106156,2.183106156
13125_lake_044,CH4,0.16945985,0.66945985,1.16945985,1.66945985
13125_lake_046,N2O,0.275459531,0.775459531,1.275459531,1.775459531
13125_lake_046,CO2,0.596243071,1.096243071,1.596243071,2.096243071
13125_lake_046,CH4,0.049049171,0.549049171,1.049049171,1.549049171
13125_lake_047,N2O,0.711251892,1.211251892,1.711251892,2.211251892
13125_lake_047,CO2,0.709184134,1.209184134,1.709184134,2.209184134
13125_lake_047,CH4,0.563586465,1.063586465,1.563586465,2.063586465
13125_lake_050,N2O,0.307593626,0.807593626,1.307593626,1.807593626
13125_lake_050,CO2,0.3407259,0.8407259,1.3407259,1.8407259
13125_lake_050,CH4,0.888213578,1.388213578,1.888213578,2.388213578
13125_lake_051,N2O,0.37536233,0.87536233,1.37536233,1.87536233
13125_lake_051,CO2,0.150602438,0.650602438,1.150602438,1.650602438
13125_lake_051,CH4,0.188880867,0.688880867,1.188880867,1.688880867
13125_lake_052,N2O,0.091904724,0.591904724,1.091904724,1.591904724
13125_lake_052,CO2,0.469417369,0.969417369,1.469417369,1.969417369
13125_lake_052,CH4,0.55796855,1.05796855,1.55796855,2.05796855
13125_lake_053,N2O,0.40541182,0.90541182,1.40541182,1.90541182
13125_lake_053,CO2,0.82081814,1.32081814,1.82081814,2.32081814
13125_lake_053,CH4,0.855987834,1.355987834,1.855987834,2.355987834
13125_lake_054,N2O,0.980705251,1.480705251,1.980705251,2.480705251
13125_lake_054,CO2,0.032974845,0.532974845,1.032974845,1.532974845
13125_lake_054,CH4,0.695088413,1.195088413,1.695088413,2.195088413
13125_lake_055,N2O,0.845834217,1.345834217,1.845834217,2.345834217
13125_lake_055,CO2,0.156356899,0.656356899,1.156356899,1.656356899
13125_lake_055,CH4,0.973401377,1.473401377,1.973401377,2.473401377
13125_lake_056,N2O,0.276354027,0.776354027,1.276354027,1.776354027
13125_lake_056,CO2,0.747972282,1.247972282,1.747972282,2.247972282
13125_lake_056,CH4,0.183437181,0.683437181,1.183437181,1.683437181
13125_lake_057,N2O,0.416665826,0.916665826,1.416665826,1.916665826
13125_lake_057,CO2,0.540227056,1.040227056,1.540227056,2.040227056
13125_lake_057,CH4,0.064667588,0.564667588,1.064667588,1.564667588
13125_lake_058,N2O,0.670467369,1.170467369,1.670467369,2.170467369
13125_lake_058,CO2,0.359286946,0.859286946,1.359286946,1.859286946
13125_lake_058,CH4,0.598401118,1.098401118,1.598401118,2.098401118
13125_lake_121,N2O,0.996200524,1.496200524,1.996200524,2.496200524
13125_lake_121,CO2,0.418535016,0.918535016,1.418535016,1.918535016
13125_lake_121,CH4,0.051546993,0.551546993,1.051546993,1.551546993
13125_lake_122,N2O,0.095583104,0.595583104,1.095583104,1.595583104
